instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
;115;0;115;;;;None;None;;;;;;;;;;;;;115;0;115;0;16.246.341.420.002.200;;;;;;;;;;;;;;;;clips/clip_holo_12_sub_1.mp4;audios/clip_holo_12_sub_1.mp3;audiovisual;[8.589384299702942];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;116;0;116;;;;None;None;;;;;;;;;;;;;116;0;116;0;16.361.139.189.000.200;;;;;;;;;;;;;;;;clips/clip_weißt_06_nosub_0.mp4;audios/clip_weißt_06_nosub_0.mp3;audiovisual;[5.547878199722618];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;117;0;117;;;;1;None;8.439.548.899.885.260;None;;;;;;;;;;;117;0;117;0;16.468.401.661.003.000;;;;;;;;;;;;;;;;clips/clip_herz_09_sub_0.mp4;audios/clip_herz_09_sub_0.mp3;audiovisual;[];1;None;1;8.439.548.899.885.260;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;118;0;118;;;;None;None;;;;;;;;;;;;;118;0;118;0;1.667.695.503.700.050;;;;;;;;;;;;;;;;clips/clip_claude_11_sub_0.mp4;audios/clip_claude_11_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;119;0;119;;;;3;space;4.023.412.300.273.770;None;2.809.833.100.065.580;None;;;;;;;;;119;0;119;0;16.785.580.469.002.000;;;;;;;;;;;;;;;;clips/clip_hund_35_sub_0.mp4;audios/silence.mp3;visual;[];3;space;3;4.023.412.300.273.770;None;2.809.833.100.065.580;None;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;120;0;120;;;;None;None;;;;;;;;;;;;;120;0;120;0;1.696.913.085.100.240;;;;;;;;;;;;;;;;clips/clip_lied_10_nosub_1.mp4;audios/clip_lied_10_nosub_1.mp3;audiovisual;[4.386436099652201];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;121;0;121;;;;None;None;;;;;;;;;;;;;121;0;121;0;17.091.787.427.002.500;;;;;;;;;;;;;;;;clips/clip_claude_12_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;122;0;122;;;;None;None;;;;;;;;;;;;;122;0;122;0;1.719.279.493.200.120;;;;;;;;;;;;;;;;clips/clip_weißt_15_nosub_1.mp4;audios/silence.mp3;visual;[3.0060823997482657, 4.961430700030178];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;123;0;123;;;;None;None;;;;;;;;;;;;;123;0;123;0;173.126.929.570.036;;;;;;;;;;;;;;;;clips/clip_claude_29_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;124;0;124;;;;None;None;;;;;;;;;;;;;124;0;124;0;17.419.965.254.999.600;;;;;;;;;;;;;;;;clips/clip_hund_10_sub_0.mp4;audios/silence.mp3;visual;[8.399837099947035];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;125;0;125;;;;None;None;;;;;;;;;;;;;125;0;125;0;17.524.517.851.001.500;;;;;;;;;;;;;;;;clips/clip_holo_26_nosub_2.mp4;audios/silence.mp3;visual;[6.141227500047535, 8.046356600243598];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;126;0;126;;;;1;None;6.175.476.800.184.690;None;;;;;;;;;;;126;0;126;0;17.624.997.702.003.400;;;;;;;;;;;;;;;;clips/clip_wurst_06_nosub_2.mp4;audios/clip_wurst_06_nosub_2.mp3;audiovisual;[2.701588800176978, 8.306817600037903];1;None;1;6.175.476.800.184.690;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;127;0;127;;;;None;None;;;;;;;;;;;;;127;0;127;0;1.780.807.734.100.140;;;;;;;;;;;;;;;;clips/clip_hund_23_sub_1.mp4;audios/clip_hund_23_sub_1.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;128;0;128;;;;1;None;29.372.069.002.129.100;None;;;;;;;;;;;128;0;128;0;17.924.983.956.003.500;;;;;;;;;;;;;;;;clips/clip_herz_17_sub_0.mp4;audios/clip_herz_17_sub_0.mp3;audiovisual;[5.593661999795586];1;None;1;29.372.069.002.129.100;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;129;0;129;;;;None;None;;;;;;;;;;;;;129;0;129;0;1.804.585.233.699.990;;;;;;;;;;;;;;;;clips/clip_holo_21_nosub_1.mp4;audios/silence.mp3;visual;[4.2586426003836095];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;130;0;130;;;;3;None;3.842.889.300.081.870;None;;;;;;;;;;;130;0;130;0;18.156.651.783.003.400;;;;;;;;;;;;;;;;clips/clip_lied_02_nosub_2.mp4;audios/clip_lied_02_nosub_2.mp3;audiovisual;[4.000485300086439, 9.488916100002825];3;None;3;3.842.889.300.081.870;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;131;0;131;;;;None;None;;;;;;;;;;;;;131;0;131;0;1.831.483.061.300.120;;;;;;;;;;;;;;;;clips/clip_wurst_33_sub_0.mp4;audios/clip_wurst_33_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;132;0;132;;;;None;None;;;;;;;;;;;;;132;0;132;0;1.842.058.064.199.980;;;;;;;;;;;;;;;;clips/clip_hund_21_nosub_1.mp4;audios/clip_hund_21_nosub_1.mp3;audiovisual;[6.612506200093776];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;133;0;133;;;;None;None;;;;;;;;;;;;;133;0;133;0;18.530.179.859.003.900;;;;;;;;;;;;;;;;clips/clip_hund_30_sub_0.mp4;audios/clip_hund_30_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;134;0;134;;;;None;None;;;;;;;;;;;;;134;0;134;0;18.658.902.598.000.100;;;;;;;;;;;;;;;;clips/clip_dampf_02_sub_1.mp4;audios/silence.mp3;visual;[4.920285000000149];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;135;0;135;;;;None;None;;;;;;;;;;;;;135;0;135;0;18.760.879.646.004.100;;;;;;;;;;;;;;;;clips/clip_lied_20_sub_2.mp4;audios/silence.mp3;visual;[4.37002049991861, 8.346917800139636];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;136;0;136;;;;None;None;;;;;;;;;;;;;136;0;136;0;18.877.031.659.004.200;;;;;;;;;;;;;;;;clips/clip_holo_01_nosub_1.mp4;audios/silence.mp3;visual;[4.077152299694717];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;137;0;137;;;;None;None;;;;;;;;;;;;;137;0;137;0;1.897.752.532.500.300;;;;;;;;;;;;;;;;clips/clip_herz_02_nosub_0.mp4;audios/silence.mp3;visual;[1.6592371999286115, 9.181570299901068];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;138;0;138;;;;None;None;;;;;;;;;;;;;138;0;138;0;19.109.800.166.999.900;;;;;;;;;;;;;;;;clips/clip_wurst_07_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;139;0;139;;;;None;None;;;;;;;;;;;;;139;0;139;0;19.218.923.378.000.000;;;;;;;;;;;;;;;;clips/clip_wurst_03_sub_1.mp4;audios/silence.mp3;visual;[4.8373515997081995];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;140;0;140;;;;None;None;;;;;;;;;;;;;140;0;140;0;19.347.246.319.004.300;;;;;;;;;;;;;;;;clips/clip_herz_03_nosub_2.mp4;audios/clip_herz_03_nosub_2.mp3;audiovisual;[4.469631800428033, 11.381469600368291];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;141;0;141;;;;None;None;;;;;;;;;;;;;141;0;141;0;19.478.599.589.001.300;;;;;;;;;;;;;;;;clips/clip_lied_03_sub_1.mp4;audios/silence.mp3;visual;[4.522589199710637];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;142;0;142;;;;None;None;;;;;;;;;;;;;142;0;142;0;19.592.514.739.003.900;;;;;;;;;;;;;;;;clips/clip_claude_09_nosub_2.mp4;audios/clip_claude_09_nosub_2.mp3;audiovisual;[4.146558200009167];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;143;0;143;;;;None;None;;;;;;;;;;;;;143;0;143;0;19.703.016.768.000.000;;;;;;;;;;;;;;;;clips/clip_claude_15_sub_0.mp4;audios/clip_claude_15_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;144;0;144;;;;None;None;;;;;;;;;;;;;144;0;144;0;19.832.049.061.004.000;;;;;;;;;;;;;;;;clips/clip_dampf_05_nosub_2.mp4;audios/clip_dampf_05_nosub_2.mp3;audiovisual;[3.9127036998979747, 8.580459900200367];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;145;0;145;;;;1;None;28.328.517.000.190.900;None;;;;;;;;;;;145;0;145;0;1.992.752.372.500.020;;;;;;;;;;;;;;;;clips/clip_wurst_27_nosub_1.mp4;audios/clip_wurst_27_nosub_1.mp3;audiovisual;[5.99596339976415];1;None;1;28.328.517.000.190.900;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;146;0;146;;;;None;None;;;;;;;;;;;;;146;0;146;0;200.676.602.740.027;;;;;;;;;;;;;;;;clips/clip_holo_19_sub_1.mp4;audios/silence.mp3;visual;[6.602392500266433];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;147;0;147;;;;None;None;;;;;;;;;;;;;147;0;147;0;2.017.598.724.400.150;;;;;;;;;;;;;;;;clips/clip_holo_22_nosub_1.mp4;audios/clip_holo_22_nosub_1.mp3;audiovisual;[9.184020699933171];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;148;0;148;;;;None;None;;;;;;;;;;;;;148;0;148;0;20.276.341.868.001.000;;;;;;;;;;;;;;;;clips/clip_claude_07_sub_0.mp4;audios/clip_claude_07_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;149;0;149;;;;3;None;34.032.999.998.889.800;None;;;;;;;;;;;149;0;149;0;20.385.322.430.003.400;;;;;;;;;;;;;;;;clips/clip_herz_01_sub_1.mp4;audios/clip_herz_01_sub_1.mp3;audiovisual;[6.3211378999985754];3;None;3;34.032.999.998.889.800;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;150;0;150;;;;None;None;;;;;;;;;;;;;150;0;150;0;20.535.445.538.000.200;;;;;;;;;;;;;;;;clips/clip_wurst_30_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;151;0;151;;;;None;None;;;;;;;;;;;;;151;0;151;0;2.064.334.458.300.370;;;;;;;;;;;;;;;;clips/clip_wurst_35_nosub_0.mp4;audios/clip_wurst_35_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;152;0;152;;;;None;None;;;;;;;;;;;;;152;0;152;0;20.745.259.930.002.500;;;;;;;;;;;;;;;;clips/clip_hund_09_nosub_2.mp4;audios/clip_hund_09_nosub_2.mp3;audiovisual;[5.4563711998052895, 10.69631029991433];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;153;0;153;;;;2;None;6.403.198.500.163.850;None;;;;;;;;;;;153;0;153;0;20.869.303.640.001.400;;;;;;;;;;;;;;;;clips/clip_claude_24_nosub_1.mp4;audios/silence.mp3;visual;[6.226085999980569];2;None;4;6.403.198.500.163.850;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;154;0;154;;;;None;None;;;;;;;;;;;;;154;0;154;0;21.004.938.493.003.100;;;;;;;;;;;;;;;;clips/clip_hund_01_sub_0.mp4;audios/clip_hund_01_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;155;0;155;;;;None;None;;;;;;;;;;;;;155;0;155;0;21.120.482.960.999.900;;;;;;;;;;;;;;;;clips/clip_hund_08_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;156;0;156;;;;None;None;;;;;;;;;;;;;156;0;156;0;2.122.973.901.899.990;;;;;;;;;;;;;;;;clips/clip_wurst_24_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;157;0;157;;;;2;None;4.179.560.100.194.060;None;;;;;;;;;;;157;0;157;0;2.135.185.645.800.080;;;;;;;;;;;;;;;;clips/clip_hund_27_nosub_1.mp4;audios/clip_hund_27_nosub_1.mp3;audiovisual;[4.806611000094563];2;None;2;4.179.560.100.194.060;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;158;0;158;;;;None;None;;;;;;;;;;;;;158;0;158;0;21.505.202.190.000.500;;;;;;;;;;;;;;;;clips/clip_wurst_16_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;159;0;159;;;;None;None;;;;;;;;;;;;;159;0;159;0;21.613.253.288.003.600;;;;;;;;;;;;;;;;clips/clip_claude_10_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;160;0;160;;;;None;None;;;;;;;;;;;;;160;0;160;0;2.173.479.783.200.190;;;;;;;;;;;;;;;;clips/clip_wurst_28_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;161;0;161;;;;3;None;821.231.639.990.583;None;;;;;;;;;;;161;0;161;0;21.846.640.941.002.400;;;;;;;;;;;;;;;;clips/clip_wurst_05_nosub_0.mp4;audios/silence.mp3;visual;[];3;None;3;821.231.639.990.583;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;162;0;162;;;;None;None;;;;;;;;;;;;;162;0;162;0;22.026.069.585.001.000;;;;;;;;;;;;;;;;clips/clip_hund_36_sub_2.mp4;audios/clip_hund_36_sub_2.mp3;audiovisual;[5.998280799947679];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;163;0;163;;;;None;None;;;;;;;;;;;;;163;0;163;0;22.124.825.779.004.000;;;;;;;;;;;;;;;;clips/clip_claude_16_nosub_1.mp4;audios/silence.mp3;visual;[9.11348529998213];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;164;0;164;;;;None;None;;;;;;;;;;;;;164;0;164;0;2.224.636.061.700.060;;;;;;;;;;;;;;;;clips/clip_wurst_15_nosub_2.mp4;audios/clip_wurst_15_nosub_2.mp3;audiovisual;[5.5553685002960265, 7.810707000084221];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;165;0;165;;;;None;None;;;;;;;;;;;;;165;0;165;0;2.235.175.123.100.160;;;;;;;;;;;;;;;;clips/clip_wurst_23_nosub_2.mp4;audios/clip_wurst_23_nosub_2.mp3;audiovisual;[3.894244299735874, 7.743984600063413];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;166;0;166;;;;None;None;;;;;;;;;;;;;166;0;166;0;22.464.626.548.001.500;;;;;;;;;;;;;;;;clips/clip_wurst_11_nosub_0.mp4;audios/clip_wurst_11_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;167;0;167;;;;None;None;;;;;;;;;;;;;167;0;167;0;22.592.556.578.000.000;;;;;;;;;;;;;;;;clips/clip_hund_07_sub_1.mp4;audios/clip_hund_07_sub_1.mp3;audiovisual;[6.683512199670076];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;168;0;168;;;;None;None;;;;;;;;;;;;;168;0;168;0;22.717.015.593.000.600;;;;;;;;;;;;;;;;clips/clip_weißt_14_sub_2.mp4;audios/clip_weißt_14_sub_2.mp3;audiovisual;[2.7748943003825843, 8.217742200009525];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;169;0;169;;;;None;None;;;;;;;;;;;;;169;0;169;0;22.813.967.436.002.500;;;;;;;;;;;;;;;;clips/clip_weißt_17_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;170;0;170;;;;None;None;;;;;;;;;;;;;170;0;170;0;22.937.820.116.002.100;;;;;;;;;;;;;;;;clips/clip_claude_22_sub_2.mp4;audios/silence.mp3;visual;[8.415734600275755];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;171;0;171;;;;None;None;;;;;;;;;;;;;171;0;171;0;23.054.468.082.003.200;;;;;;;;;;;;;;;;clips/clip_holo_28_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;172;0;172;;;;None;None;;;;;;;;;;;;;172;0;172;0;2.314.856.018.200.050;;;;;;;;;;;;;;;;clips/clip_lied_17_sub_2.mp4;audios/clip_lied_17_sub_2.mp3;audiovisual;[2.8866825997829437, 7.898518499918282];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;173;0;173;;;;None;None;;;;;;;;;;;;;173;0;173;0;23.256.893.060.002.400;;;;;;;;;;;;;;;;clips/clip_claude_25_nosub_0.mp4;audios/clip_claude_25_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;174;0;174;;;;None;None;;;;;;;;;;;;;174;0;174;0;23.368.215.016.000.900;;;;;;;;;;;;;;;;clips/clip_weißt_25_sub_1.mp4;audios/clip_weißt_25_sub_1.mp3;audiovisual;[5.320562500040978];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;175;0;175;;;;None;None;;;;;;;;;;;;;175;0;175;0;23.496.740.759.001.100;;;;;;;;;;;;;;;;clips/clip_wurst_04_sub_2.mp4;audios/clip_wurst_04_sub_2.mp3;audiovisual;[4.276174900121987, 7.358614599797875];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;176;0;176;;;;None;None;;;;;;;;;;;;;176;0;176;0;23.621.509.778.001.300;;;;;;;;;;;;;;;;clips/clip_hund_11_sub_1.mp4;audios/clip_hund_11_sub_1.mp3;audiovisual;[6.370500599965453];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;177;0;177;;;;None;None;;;;;;;;;;;;;177;0;177;0;2.372.785.259.100.140;;;;;;;;;;;;;;;;clips/clip_lied_22_nosub_1.mp4;audios/silence.mp3;visual;[6.027299799956381];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;178;0;178;;;;3;None;5.727.234.799.880.530;None;;;;;;;;;;;178;0;178;0;23.840.789.280.002.900;;;;;;;;;;;;;;;;clips/clip_holo_13_nosub_1.mp4;audios/silence.mp3;visual;[0.8607001001946628, 4.509292300324887];3;None;3;5.727.234.799.880.530;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;179;0;179;;;;2;None;36.958.379.996.940.400;None;;;;;;;;;;;179;0;179;0;24.027.325.715.003.500;;;;;;;;;;;;;;;;clips/clip_holo_27_nosub_1.mp4;audios/clip_holo_27_nosub_1.mp3;audiovisual;[5.423381700180471];2;None;2;36.958.379.996.940.400;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
