instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,piloting,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

(Drücken Sie die Leertaste, um fortzufahren)",4,4,0,,,,,,,,,,0,4,4,4,,,,,,,,,21.600447199773043,,False,3,ich stimme zu,,,,,,,,,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,0,0,0,None,,,,,,,,,,,,,0,0,0,0,,,,,35.18981619970873,,,,,clip_weißt_21_nosub_0,clips/clip_weißt_21_nosub_0.mp4,audios/silence.mp3,visual,nosub,False,[],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,1,0,1,2,32.84356370009482,None,,,,,,,,,,,1,0,1,0,,,,,45.590989499818534,,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,visual,sub,True,[0.4544517998583615],2,1,32.84356370009482,None,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,2,0,2,None,,,,,,,,,,,,,2,0,2,0,,,,,87.97711009997874,,,,,clip_wurst_09_sub_1,clips/clip_wurst_09_sub_1.mp4,audios/clip_wurst_09_sub_1.mp3,audiovisual,sub,False,[],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,3,0,3,None,,,,,,,,,,,,,3,0,3,0,,,,,100.03909619990736,,,,,clip_hund_26_sub_1,clips/clip_hund_26_sub_1.mp4,audios/silence.mp3,visual,sub,False,[0.7277994998730719],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,4,0,4,None,,,,,,,,,,,,,4,0,4,0,,,,,110.24623219994828,,,,,clip_hund_06_nosub_0,clips/clip_hund_06_nosub_0.mp4,audios/clip_hund_06_nosub_0.mp3,audiovisual,nosub,False,[],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,5,0,5,None,,,,,,,,,,,,,5,0,5,0,,,,,121.95401449967176,,,,,clip_hund_25_sub_1,clips/clip_hund_25_sub_1.mp4,audios/silence.mp3,visual,sub,False,[6.838043499737978],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,6,0,6,3,32.160163099877536,None,,,,,,,,,,,6,0,6,0,,,,,131.24409869965166,,,,,clip_hund_02_sub_1,clips/clip_hund_02_sub_1.mp4,audios/clip_hund_02_sub_1.mp3,audiovisual,sub,True,[9.652324099559337],3,2,32.160163099877536,None,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,7,0,7,None,,,,,,,,,,,,,7,0,7,0,,,,,174.23240830004215,,,,,clip_weißt_18_nosub_1,clips/clip_weißt_18_nosub_1.mp4,audios/silence.mp3,visual,nosub,False,[7.113069700077176],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,8,0,8,4,5.663823100272566,None,,,,,,,,,,,8,0,8,0,,,,,187.01133089978248,,,,,clip_hund_28_nosub_0,clips/clip_hund_28_nosub_0.mp4,audios/clip_hund_28_nosub_0.mp3,audiovisual,nosub,True,[],4,4,5.663823100272566,None,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,9,0,9,None,,,,,,,,,,,,,9,0,9,0,,,,,203.57296669995412,,,,,clip_weißt_05_sub_0,clips/clip_weißt_05_sub_0.mp4,audios/clip_weißt_05_sub_0.mp3,audiovisual,sub,False,[],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,10,0,10,2,6.748727199621499,None,,,,,,,,,,,10,0,10,0,,,,,214.17745850002393,,,,,clip_weißt_09_sub_1,clips/clip_weißt_09_sub_1.mp4,audios/silence.mp3,visual,sub,True,[0.19408940011635423],2,3,6.748727199621499,None,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,11,0,11,None,,,,,,,,,,,,,11,0,11,0,,,,,230.9516154997982,,,,,clip_weißt_10_nosub_1,clips/clip_weißt_10_nosub_1.mp4,audios/clip_weißt_10_nosub_1.mp3,audiovisual,nosub,False,[5.716276300139725],None,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,0,0,0,,,,None,None,,,,,,,,,,,,,0,0,0,0,327.45753399981186,,,,,,,,,,,,,,,,clips/clip_claude_02_nosub_1.mp4,audios/silence.mp3,visual,[6.205728699918836],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,1,0,1,,,,None,None,,,,,,,,,,,,,1,0,1,0,338.1454916000366,,,,,,,,,,,,,,,,clips/clip_dampf_03_nosub_1.mp4,audios/clip_dampf_03_nosub_1.mp3,audiovisual,[7.61478119995445],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,2,0,2,,,,None,None,,,,,,,,,,,,,2,0,2,0,346.60658419970423,,,,,,,,,,,,,,,,clips/clip_herz_06_sub_2.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,3,0,3,,,,None,None,,,,,,,,,,,,,3,0,3,0,358.1183130997233,,,,,,,,,,,,,,,,clips/clip_claude_08_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,4,0,4,,,,None,None,,,,,,,,,,,,,4,0,4,0,368.55676929978654,,,,,,,,,,,,,,,,clips/clip_lied_01_sub_1.mp4,audios/silence.mp3,visual,[0.4616016997024417],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,5,0,5,,,,None,None,,,,,,,,,,,,,5,0,5,0,379.39467519987375,,,,,,,,,,,,,,,,clips/clip_claude_10_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,6,0,6,,,,3,None,34.56607379997149,None,,,,,,,,,,,6,0,6,0,391.5153508000076,,,,,,,,,,,,,,,,clips/clip_hund_34_sub_1.mp4,audios/clip_hund_34_sub_1.mp3,audiovisual,[],3,None,3,34.56607379997149,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,7,0,7,,,,None,None,,,,,,,,,,,,,7,0,7,0,437.5507735996507,,,,,,,,,,,,,,,,clips/clip_holo_18_sub_0.mp4,audios/clip_holo_18_sub_0.mp3,audiovisual,"[6.388692999724299, 9.153255099896342]",None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,8,0,8,,,,None,None,,,,,,,,,,,,,8,0,8,0,450.27880359999835,,,,,,,,,,,,,,,,clips/clip_hund_18_nosub_1.mp4,audios/silence.mp3,visual,"[0.049604800064116716, 6.778279500082135]",None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,9,0,9,,,,None,None,,,,,,,,,,,,,9,0,9,0,461.1176301999949,,,,,,,,,,,,,,,,clips/clip_dampf_01_sub_0.mp4,audios/clip_dampf_01_sub_0.mp3,audiovisual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,10,0,10,,,,None,None,,,,,,,,,,,,,10,0,10,0,471.4479454997927,,,,,,,,,,,,,,,,clips/clip_claude_17_sub_1.mp4,audios/clip_claude_17_sub_1.mp3,audiovisual,[10.277785900048912],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,11,0,11,,,,None,None,,,,,,,,,,,,,11,0,11,0,483.84863939974457,,,,,,,,,,,,,,,,clips/clip_weißt_01_sub_1.mp4,audios/clip_weißt_01_sub_1.mp3,audiovisual,[6.174503299873322],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,12,0,12,,,,None,None,,,,,,,,,,,,,12,0,12,0,495.7076975000091,,,,,,,,,,,,,,,,clips/clip_weißt_17_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,13,0,13,,,,None,None,,,,,,,,,,,,,13,0,13,0,508.1481653000228,,,,,,,,,,,,,,,,clips/clip_wurst_35_sub_0.mp4,audios/clip_wurst_35_sub_0.mp3,audiovisual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,14,0,14,,,,None,None,,,,,,,,,,,,,14,0,14,0,518.2948463000357,,,,,,,,,,,,,,,,clips/clip_wurst_18_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,15,0,15,,,,None,None,,,,,,,,,,,,,15,0,15,0,529.2466376000084,,,,,,,,,,,,,,,,clips/clip_wurst_01_sub_0.mp4,audios/clip_wurst_01_sub_0.mp3,audiovisual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,16,0,16,,,,None,None,,,,,,,,,,,,,16,0,16,0,540.0301230996847,,,,,,,,,,,,,,,,clips/clip_hund_36_nosub_2.mp4,audios/clip_hund_36_nosub_2.mp3,audiovisual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,17,0,17,,,,4,None,4.791757399681956,None,,,,,,,,,,,17,0,17,0,550.0508731999435,,,,,,,,,,,,,,,,clips/clip_hund_01_nosub_0.mp4,audios/clip_hund_01_nosub_0.mp3,audiovisual,[],4,None,4,4.791757399681956,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,18,0,18,,,,None,None,,,,,,,,,,,,,18,0,18,0,566.5787100996822,,,,,,,,,,,,,,,,clips/clip_hund_10_nosub_0.mp4,audios/silence.mp3,visual,[7.989925399888307],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,19,0,19,,,,None,None,,,,,,,,,,,,,19,0,19,0,576.9452911000699,,,,,,,,,,,,,,,,clips/clip_hund_15_nosub_1.mp4,audios/clip_hund_15_nosub_1.mp3,audiovisual,[4.6648736000061035],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,20,0,20,,,,None,None,,,,,,,,,,,,,20,0,20,0,588.3167775999755,,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/clip_lied_06_sub_1.mp3,audiovisual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,21,0,21,,,,None,None,,,,,,,,,,,,,21,0,21,0,601.8561895000748,,,,,,,,,,,,,,,,clips/clip_hund_21_sub_1.mp4,audios/clip_hund_21_sub_1.mp3,audiovisual,[6.29465620033443],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,22,0,22,,,,None,None,,,,,,,,,,,,,22,0,22,0,612.6460796999745,,,,,,,,,,,,,,,,clips/clip_holo_20_nosub_1.mp4,audios/clip_holo_20_nosub_1.mp3,audiovisual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,23,0,23,,,,None,None,,,,,,,,,,,,,23,0,23,0,622.9300191998482,,,,,,,,,,,,,,,,clips/clip_herz_02_sub_0.mp4,audios/silence.mp3,visual,[9.056088999845088],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,24,0,24,,,,None,None,,,,,,,,,,,,,24,0,24,0,636.2700175000355,,,,,,,,,,,,,,,,clips/clip_claude_14_nosub_0.mp4,audios/silence.mp3,visual,"[3.0405048998072743, 8.909112999681383]",None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,25,0,25,,,,None,None,,,,,,,,,,,,,25,0,25,0,648.1869961996563,,,,,,,,,,,,,,,,clips/clip_hund_05_nosub_0.mp4,audios/silence.mp3,visual,[3.992651400156319],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,26,0,26,,,,None,None,,,,,,,,,,,,,26,0,26,0,660.0499440999702,,,,,,,,,,,,,,,,clips/clip_wurst_17_nosub_0.mp4,audios/clip_wurst_17_nosub_0.mp3,audiovisual,[0.38424789998680353],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,27,0,27,,,,1,None,2.779942899942398,None,,,,,,,,,,,27,0,27,0,668.9038712000474,,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/silence.mp3,visual,[],1,None,1,2.779942899942398,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,28,0,28,,,,3,None,2.704418399836868,None,,,,,,,,,,,28,0,28,0,683.9892140999436,,,,,,,,,,,,,,,,clips/clip_hund_14_nosub_2.mp4,audios/silence.mp3,visual,[5.686259699985385],3,None,3,2.704418399836868,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,29,0,29,,,,None,None,,,,,,,,,,,,,29,0,29,0,697.5561131997965,,,,,,,,,,,,,,,,clips/clip_holo_06_sub_2.mp4,audios/clip_holo_06_sub_2.mp3,audiovisual,[8.993404400069267],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,30,0,30,,,,None,None,,,,,,,,,,,,,30,0,30,0,708.0145756998099,,,,,,,,,,,,,,,,clips/clip_lied_21_nosub_2.mp4,audios/clip_lied_21_nosub_2.mp3,audiovisual,"[5.022396199870855, 11.462741899769753]",None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,31,0,31,,,,2,None,4.000039599835873,None,,,,,,,,,,,31,0,31,0,720.4078299999237,,,,,,,,,,,,,,,,clips/clip_lied_12_nosub_0.mp4,audios/clip_lied_12_nosub_0.mp3,audiovisual,[],2,None,2,4.000039599835873,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,32,0,32,,,,None,None,,,,,,,,,,,,,32,0,32,0,734.4019070998766,,,,,,,,,,,,,,,,clips/clip_claude_24_sub_1.mp4,audios/silence.mp3,visual,[5.97359020030126],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,33,0,33,,,,None,None,,,,,,,,,,,,,33,0,33,0,741.3284669998102,,,,,,,,,,,,,,,,clips/clip_holo_26_sub_2.mp4,audios/silence.mp3,visual,"[6.064337099902332, 7.926028599962592]",None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,34,0,34,,,,None,None,,,,,,,,,,,,,34,0,34,0,751.4212308996357,,,,,,,,,,,,,,,,clips/clip_weißt_29_nosub_1.mp4,audios/clip_weißt_29_nosub_1.mp3,audiovisual,[6.710754500236362],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,35,0,35,,,,None,None,,,,,,,,,,,,,35,0,35,0,763.7926567997783,,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,36,0,36,,,,None,None,,,,,,,,,,,,,36,0,36,0,773.1608954998665,,,,,,,,,,,,,,,,clips/clip_lied_18_sub_2.mp4,audios/silence.mp3,visual,"[5.389263999648392, 7.427881599869579]",None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,37,0,37,,,,None,None,,,,,,,,,,,,,37,0,37,0,784.7317904997617,,,,,,,,,,,,,,,,clips/clip_claude_11_nosub_0.mp4,audios/clip_claude_11_nosub_0.mp3,audiovisual,[8.38685980020091],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,38,0,38,,,,None,None,,,,,,,,,,,,,38,0,38,0,795.6466792998835,,,,,,,,,,,,,,,,clips/clip_hund_20_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,39,0,39,,,,None,None,,,,,,,,,,,,,39,0,39,0,808.058765700087,,,,,,,,,,,,,,,,clips/clip_wurst_32_nosub_1.mp4,audios/silence.mp3,visual,[7.173330099787563],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,40,0,40,,,,1,None,3.4454017002135515,None,,,,,,,,,,,40,0,40,0,819.4958676998504,,,,,,,,,,,,,,,,clips/clip_holo_09_sub_2.mp4,audios/silence.mp3,visual,[0.42569660022854805],1,None,1,3.4454017002135515,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,41,0,41,,,,2,None,3.3625695002265275,None,,,,,,,,,,,41,0,41,0,835.3055785996839,,,,,,,,,,,,,,,,clips/clip_wurst_07_nosub_0.mp4,audios/silence.mp3,visual,[],2,None,2,3.3625695002265275,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,42,0,42,,,,None,None,,,,,,,,,,,,,42,0,42,0,849.6336567997932,,,,,,,,,,,,,,,,clips/clip_holo_16_nosub_1.mp4,audios/clip_holo_16_nosub_1.mp3,audiovisual,[10.155332800000906],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,43,0,43,,,,None,None,,,,,,,,,,,,,43,0,43,0,862.4720422998071,,,,,,,,,,,,,,,,clips/clip_holo_11_nosub_2.mp4,audios/silence.mp3,visual,"[5.612174000125378, 9.043917200062424]",None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,44,0,44,,,,4,None,3.3674923996441066,None,,,,,,,,,,,44,0,44,0,873.0909775998443,,,,,,,,,,,,,,,,clips/clip_claude_09_sub_2.mp4,audios/clip_claude_09_sub_2.mp3,audiovisual,"[3.963992000091821, 8.694759500212967]",4,None,4,3.3674923996441066,None,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
,45,0,45,,,,None,None,,,,,,,,,,,,,45,0,45,0,887.575755899772,,,,,,,,,,,,,,,,clips/clip_hund_16_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,204,B,2026-03-30_17h06.09.755,exp_sofc_final,,2026.1.2,60.08391314657753,2026-03-30 17h06.11.754107 +0200,
